true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
102,class_102,82,class_82,1
90,class_90,95,class_95,1
90,class_90,110,class_110,1
102,class_102,74,class_74,1
102,class_102,60,class_60,1
89,class_89,6,class_6,1
19,class_19,32,class_32,1
19,class_19,36,class_36,1
19,class_19,44,class_44,1
19,class_19,50,class_50,1
19,class_19,53,class_53,1
19,class_19,60,class_60,1
19,class_19,64,class_64,1
19,class_19,75,class_75,1
19,class_19,77,class_77,1
19,class_19,87,class_87,1
19,class_19,91,class_91,1
19,class_19,92,class_92,1
19,class_19,95,class_95,1
20,class_20,12,class_12,1
109,class_109,78,class_78,1
20,class_20,19,class_19,1
20,class_20,37,class_37,1
20,class_20,48,class_48,1
20,class_20,51,class_51,1
20,class_20,93,class_93,1
20,class_20,110,class_110,1
21,class_21,5,class_5,1
21,class_21,8,class_8,1
21,class_21,28,class_28,1
21,class_21,34,class_34,1
21,class_21,64,class_64,1
21,class_21,71,class_71,1
21,class_21,80,class_80,1
21,class_21,92,class_92,1
20,class_20,13,class_13,1
15,class_15,44,class_44,1
15,class_15,48,class_48,1
15,class_15,54,class_54,1
15,class_15,76,class_76,1
15,class_15,86,class_86,1
15,class_15,95,class_95,1
15,class_15,104,class_104,1
15,class_15,113,class_113,1
16,class_16,5,class_5,1
16,class_16,28,class_28,1
16,class_16,32,class_32,1
16,class_16,51,class_51,1
16,class_16,55,class_55,1
16,class_16,78,class_78,1
19,class_19,23,class_23,1
17,class_17,22,class_22,1
17,class_17,29,class_29,1
17,class_17,31,class_31,1
17,class_17,32,class_32,1
17,class_17,51,class_51,1
17,class_17,52,class_52,1
17,class_17,72,class_72,1
17,class_17,80,class_80,1
17,class_17,86,class_86,1
17,class_17,90,class_90,1
17,class_17,105,class_105,1
18,class_18,40,class_40,1
18,class_18,78,class_78,1
19,class_19,2,class_2,1
16,class_16,88,class_88,1
25,class_25,88,class_88,1
25,class_25,113,class_113,1
26,class_26,19,class_19,1
26,class_26,53,class_53,1
26,class_26,60,class_60,1
26,class_26,109,class_109,1
27,class_27,8,class_8,1
27,class_27,58,class_58,1
27,class_27,80,class_80,1
